"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Life expectancy, females","Stewartfield East","S02002424","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,86.26,84.32,88.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stewartfield West","S02002425","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.86,79.79,85.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Hairmyres & Westwood West","S02002427","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.46,78.68,84.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Mossneuk & Newlandsmuir","S02002428","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,86.85,83.71,89.99,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Crosshouse & Lindsayfield","S02002429","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.53,78.85,82.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Whitehills West","S02002430","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.28,75.07,79.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Greenhills","S02002431","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.33,75.52,81.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Westwood South","S02002432","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,85.41,82.85,87.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Westwood East","S02002433","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.63,78.02,83.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","The Murray","S02002434","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.21,77.69,84.73,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Birniehill, Kelvin & Whitehills East","S02002435","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.01,79.65,84.38,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Blane Valley","S02002436","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,85.68,84.02,87.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Balfron & Drymen","S02002437","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.95,82.68,87.22,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kippen & Fintry","S02002438","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,87.49,85.67,89.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cambusbarron","S02002439","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,86.19,83.96,88.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Plean & Rural SE","S02002440","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.62,79.97,85.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cowie","S02002441","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.35,75.52,81.18,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fallin","S02002442","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.26,75.45,81.07,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bannockburn","S02002443","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.08,74.67,81.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Hillpark","S02002444","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.77,78.44,83.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broomridge","S02002445","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.27,77.54,83.01,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Borestone","S02002446","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.95,78.07,83.83,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","King's Park & Torbrex","S02002447","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.12,82.45,85.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Braehead","S02002448","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.69,77.35,84.03,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Raploch","S02002450","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,71.88,68.77,74.98,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Cornton","S02002451","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.54,74.29,80.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Causewayhead","S02002452","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,85,82.94,87.06,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bridge of Allan & University","S02002453","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.16,82.57,85.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dunblane East","S02002455","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.86,82.14,87.58,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dunblane West","S02002456","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.06,82.03,86.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Carse of Stirling","S02002457","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.68,82.55,86.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Callander & Trossachs","S02002458","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.2,82.59,85.81,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Highland","S02002459","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.15,82.21,86.09,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Whitecrook (IZ01)","S02002460","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.19,75.02,79.35,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Singer and Clydebank South (IZ02)","S02002461","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,74.26,71.57,76.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Drumry (IZ03)","S02002462","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.06,78.33,81.79,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydebank (IZ04)","S02002463","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.02,76.8,81.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydebank North (IZ05)","S02002464","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.79,76.26,83.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clydebank East (IZ06)","S02002465","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.89,76.96,80.82,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Duntocher (IZ07)","S02002466","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.23,78.74,83.73,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalmuir (IZ08)","S02002467","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.04,76.16,79.93,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Kilpatrick (IZ09)","S02002468","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.1,80.35,83.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bowling (IZ10)","S02002469","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.94,79.46,84.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumbarton East (IZ11)","S02002470","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.55,76.18,80.92,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumbarton (IZ12)","S02002471","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.78,78.24,81.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dalreoch (IZ13)","S02002472","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,76.83,74.32,79.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Leven (IZ14)","S02002473","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.41,77.43,81.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bonhill (IZ15)","S02002474","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.07,78.76,83.37,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Alexandria (IZ16)","S02002475","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,76.5,73.71,79.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Balloch (IZ17)","S02002476","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.45,79.41,83.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Lomond (IZ18)","S02002477","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.31,78.08,82.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fauldhouse","S02002478","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.49,77.83,81.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Breich Valley","S02002479","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.65,80.39,84.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Calder & Polbeth","S02002480","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.41,76.23,80.59,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bellsquarry, Adambrae & Kirkton","S02002481","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,83.37,81.72,85.02,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bankton & Murieston","S02002482","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.91,81.32,84.5,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dedridge East","S02002483","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.68,76.84,80.51,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Mid Calder & Kirknewton","S02002484","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,87.54,85.34,89.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Calder","S02002485","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,85.55,83.79,87.31,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Pumpherston & Uphall Station","S02002486","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.61,74.41,82.82,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Craigshill","S02002487","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.84,78.29,83.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Howden","S02002488","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.42,78.95,83.89,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Livingston Village & Eliburn South","S02002489","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.55,78,81.1,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Ladywell-West Lothian","S02002490","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.37,74.93,79.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Knightsridge","S02002491","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.01,79.81,84.2,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Knightsridge & Deans North","S02002492","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.26,81.83,86.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Deans","S02002493","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.05,78.52,83.58,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Carmondean & Eliburn North","S02002494","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.38,77.99,82.77,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Seafield","S02002495","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.65,75.13,82.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Blackburn-West Lothian","S02002496","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.47,75.91,81.03,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Blaeberry Hill & East Whitburn","S02002497","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.92,75.53,80.32,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Whitburn Central","S02002498","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.87,77.9,81.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Whitburn, Croftmalloch & Greenrigg","S02002499","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,76.95,74.45,79.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Armadale","S02002500","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.92,78.16,81.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Armadale South","S02002501","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,78.15,76.08,80.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bathgate, Wester Inch & Inchcross","S02002502","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.48,79.27,85.69,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bathgate & Boghall","S02002503","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,82.21,79.67,84.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bathgate East","S02002504","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,77.7,75.41,79.99,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Bathgate West","S02002505","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,83.84,81.68,85.99,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Blackridge, Westfield & Torphichen","S02002506","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.49,77.44,81.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Linlithgow South","S02002507","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,86.96,85.04,88.88,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Linlithgow Bridge","S02002508","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.12,82.41,85.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Linlithgow North","S02002509","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,85,82.23,87.76,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Winchburgh, Bridgend & Philpstoun","S02002510","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,83.73,81.75,85.72,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broxburn Kirkhill","S02002511","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,80.74,78.59,82.9,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Uphall, Dechmont & Ecclesmachan","S02002512","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,81.71,80.02,83.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broxburn South","S02002513","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,79.74,76.64,82.85,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Broxburn East","S02002514","Intermediate zone",2018,"2016 to 2020 (5 year aggregate)",NA,84.13,81.53,86.74,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Ayrshire & Arran","S08000015","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,80.46,80.11,80.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Borders","S08000016","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.93,81.32,82.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Dumfries & Galloway","S08000017","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.44,80.92,81.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Forth Valley","S08000019","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.12,80.75,81.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Grampian","S08000020","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.97,81.71,82.23,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Highland","S08000022","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.84,81.48,82.21,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Lothian","S08000024","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,82.12,81.9,82.33,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Orkney","S08000025","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,82.26,80.84,83.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Shetland","S08000026","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,83.21,81.94,84.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Western Isles","S08000028","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,83.39,82.36,84.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Fife","S08000029","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.15,80.8,81.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Tayside","S08000030","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,81.69,81.37,82.02,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Greater Glasgow & Clyde","S08000031","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,79.95,79.76,80.15,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","NHS Lanarkshire","S08000032","Health board",2018,"2017 to 2019 (3 year aggregate)",NA,80.31,80.07,80.55,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Clackmannanshire","S12000005","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,80.7,79.85,81.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumfries & Galloway","S12000006","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.44,80.92,81.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Ayrshire","S12000008","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.81,79.23,80.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Lothian","S12000010","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.72,82.15,83.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Renfrewshire","S12000011","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,83.96,83.35,84.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Na h-Eileanan Siar","S12000013","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,83.39,82.36,84.42,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Falkirk","S12000014","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,80.46,79.96,80.97,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Highland","S12000017","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.91,81.48,82.34,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Inverclyde","S12000018","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.01,78.23,79.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Midlothian","S12000019","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.5,80.88,82.13,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Moray","S12000020","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.47,80.77,82.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","North Ayrshire","S12000021","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.98,79.4,80.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Orkney Islands","S12000023","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.26,80.84,83.68,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Scottish Borders","S12000026","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.93,81.32,82.54,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Shetland Islands","S12000027","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,83.21,81.94,84.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","South Ayrshire","S12000028","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.64,81.04,82.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","South Lanarkshire","S12000029","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.06,80.72,81.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Stirling","S12000030","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.56,81.86,83.26,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeen City","S12000033","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.4,80.97,81.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeenshire","S12000034","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.52,82.13,82.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Argyll & Bute","S12000035","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.69,80.98,82.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","City of Edinburgh","S12000036","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.5,82.21,82.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Renfrewshire","S12000038","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,80.7,80.24,81.16,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Dunbartonshire","S12000039","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.21,78.52,79.89,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","West Lothian","S12000040","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,80.97,80.5,81.45,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus","S12000041","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,82.26,81.66,82.86,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundee City","S12000042","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.48,78.89,80.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Dunbartonshire","S12000045","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,83.65,83.06,84.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Fife","S12000047","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,81.15,80.8,81.49,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Perth & Kinross","S12000048","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,83.26,82.77,83.75,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Glasgow City","S12000049","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,78.5,78.22,78.78,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","North Lanarkshire","S12000050","Council area",2018,"2017 to 2019 (3 year aggregate)",NA,79.6,79.26,79.94,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeen City","S37000001","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.4,80.97,81.84,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Aberdeenshire","S37000002","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,82.52,82.13,82.91,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Angus","S37000003","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,82.26,81.66,82.86,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Argyll & Bute","S37000004","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.69,80.98,82.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dumfries & Galloway","S37000006","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,81.44,80.92,81.95,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Dundee City","S37000007","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.48,78.89,80.08,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Ayrshire","S37000008","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,79.81,79.23,80.39,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Dunbartonshire","S37000009","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,83.65,83.06,84.24,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Lothian","S37000010","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,82.72,82.15,83.29,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","East Renfrewshire","S37000011","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,83.96,83.35,84.57,"Years","Public Health Scotland/National Records of Scotland (NRS)"
"Life expectancy, females","Edinburgh","S37000012","HSC partnership",2018,"2017 to 2019 (3 year aggregate)",NA,82.5,82.21,82.8,"Years","Public Health Scotland/National Records of Scotland (NRS)"
